volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	publ	note	full_text
				Loretta Burrough, illustrator: Pauline Baynes.	Sister Clare.	A424634	1960-01-04	RE398685	1988-10-26	Pauline Baynes|A							
				Loretta Burrough, illustrator, Pauline Baynes.	Sister Clare.	A424634	1960-01-04	RE409378	1988-12-22	Loretta Burrough|A							
				Paul Blommers, E. F. Lindquist.	Elementary statistical methods in psychology and education.	A424635	1960-01-04	RE398698	1988-10-26	Walter A. Dobrian|E							
				Jerome Stolnitz, editor: Lucius Garvin.	Aesthetics and philosophy of art criticism; a critical introd.	A424636	1960-01-04	RE398686	1988-10-26	Jerome Stolnitz|A							
				Carl Gatlin.	Petroleum engineering: drilling and well completions.	A424639	1960-01-04	RE386113	1988-06-22	Lila Gatlin|W							
				Gordon Baldwin.	Roundup at Wagonmound.	A424693	1960-01-04	RE380694	1988-03-16	Arcadia House|PWH							
				Archie Joscelyn.	Marshal of Broken Wheel.	A424694	1960-01-04	RE378111	1988-03-14	Arcadia House|PWH							
				Ada Burris Zimmerman.	Maid of honor.	A424695	1960-01-04	RE378112	1988-03-14	Arcadia House|PWH							
				Anne Tedlock Brooks.	Centennial summer.	A424696	1960-01-04	RE378113	1988-03-14	Arcadia House|PWH							
				Laura W. Douglas.	The Case of the copper cat.	A424698	1960-01-04	RE378114	1988-03-14	Arcadia House|PWH							
					Four great Elizabethan plays.  Introd., notes added to the work, and editorial revisions: Bantam Books, as employer for hire of John Gassner & David Zesmer.	A424734	1960-01-04	RE403991	1988-12-02	Bantam Books|PWH							
				Angel Flores.	Spanish stories.	A424735	1960-01-04	RE409762	1988-12-27	Angel Flores|A							
					Contes francais.|French stories.  Editing, translation: Wallace Fowlie.	A424736	1960-01-04	RE409761	1988-12-27	Wallace Fowlie|A							
				Wayne D. Overholser.	War in Sandoval County.	A424737	1960-01-04	RE381934	1988-03-16	Wayne D. Overholser|A							
				Wayne D. Overholser.	War in Sandoval County.	A424737	1960-01-04	RE402394	1988-12-02	Wayne D. Overholser|A							
				Clyde T. Cadwallader.	How to make money speculating in real estate.	A425325	1960-01-04	RE398600	1988-10-19	Clyde T. Cadwallader|A							
				James R. Beerbower.	Search for the past; an introduction to paleontology.	A425327	1960-01-04	RE389426	1988-06-22	James R. Beerbower|A							
				Matthew Mandl.	Fundamentals of electronics.	A425330	1960-01-04	RE389427	1988-06-22	Matthew Mandl|A							
				Frederick Kohner.	Cher Papa.	A425337	1960-01-04	RE392466	1988-08-15	Fritzie Kohner|W							
				Nelson Doubleday, Inc., in a work made for hire of Robert S. Lemmon.	Wildflowers of the mountains.	A425404	1960-01-04	RE378447	1988-02-26	Doubleday Book and Music Clubs, Inc.|PWH							
				Seymour Kern.	The Golden scalpel.	A425535	1960-01-04	RE402219	1988-11-25	Seymour Kern|A							
				John Ward Leggett.	Wilder Stone.	A425551	1960-01-04	RE404431	1988-12-05	John Leggett|A							
				Maxwell D. Taylor.	The Uncertain trumpet.	A425562	1960-01-04	RE410979	1988-12-29								
				Clair N. Sawyer.	Chemistry for sanitary engineers.	A425577	1960-01-04	RE385594	1988-06-17	Clair N. Sawyer|A							
				V. A. Kotel'nikov, translation: Richard A. Silverman.	The Theory of optimum noise immunity.	A425580	1960-01-04	RE409763	1988-12-27	Richard A. Silverman|A							
				F. A. Annett.	Elevators; electric and electrohydraulic elevators, escalators, moving sidewalks, and ramps.	A425582	1960-01-04	RE391195	1988-08-02	Minnie E. Annett|W							
				A. Craig Baird & Franklin H. Knower.	Essentials of general speech.	A425583	1960-01-04	RE385595	1988-06-17	Franklin H. Knower|A||Barbara Baird Rees|C							
				George VonBekesy, editor & translator: Ernest Glen Wever.	Experiments in hearing.	A425589	1960-01-04	RE400173	1988-11-02	Ernest Glen Wever|A							
				Ray G. Price, Vernon A. Musselman & Edwin E. Weeks, Jr.	General business for everyday living.	A425599	1960-01-04	RE385596	1988-06-17	Ray G. Price|A||Vernon A. Musselman|A||Edwin E. Weeks, Jr.|A							
				Milton B. Dobrin.	Introduction to geophysical prospecting.	A425601	1960-01-04	RE385597	1988-06-17	Maxine Dobrin|W							
				Bernadine Bailey & Cheslie D'Andrea.	Christopher Columbus: sailor and dreamer.	A425675	1960-01-04	RE409589	1988-12-21	Bernadine Bailey|A							
				Donald E. Worcester, illustrator: Jo Polseno.	Kit Carson, mountain scout.	A425676	1960-01-04	RE398702	1988-10-26	Donald E. Worcester|A							
					The Structure of scientific thought; an introd. to philosophy of science.  Introd.: Edward H. Madden, editor: Lucius Garvin.	A425677	1960-01-04	RE398703	1988-10-26	Edward H. Madden|A							
				Norman Foerster, Robert Falk.	American poetry and prose.	A425680	1960-01-04	RE398832	1988-10-31	Robert P. Falk|A||Helen T. Foerster|E							
				E. A. J. Johnson and Herman E. Krooss.	The American economy; its origins, development, and transformation.	A425713	1960-01-04	RE417001	1988-11-07	Helen Bausher Krooss|W||Edgar A. J. Johnson, Jr.|C							
				Richard Madden & Thorsten Carlson.	Success in spelling.  Grade 2.	A425755	1960-01-04	RE387672	1988-06-22	Thorsten Carlson|A||Richard Madden|A							
				Richard Madden & Thorsten Carlson.	Success in spelling.  Grade 3.	A425756	1960-01-04	RE387673	1988-06-22	Thorsten Carlson|A||Richard Madden|A							
				Richard Madden & Thorsten Carlson.	Success in spelling.  Grade 4.	A425757	1960-01-04	RE387674	1988-06-22	Thorsten Carlson|A||Richard Madden|A							
				Richard Madden & Thorsten Carlson.	Success in spelling.  Grade 5.	A425758	1960-01-04	RE387675	1988-06-22	Thorsten Carlson|A||Richard Madden|A							
				Richard Madden & Thorsten Carlson.	Success in spelling.  Grade 6.	A425759	1960-01-04	RE387676	1988-06-22	Thorsten Carlson|A||Richard Madden|A							
				Thorsten Carlson & Richard Madden.	Success in spelling.  Grade 7.	A425760	1960-01-04	RE391423	1988-06-22	Thorsten Carlson|A||Richard Madden|A							
				Richard Madden & Thorsten Carlson.	Success in spelling.  Grade 8.	A425761	1960-01-04	RE387677	1988-06-22	Thorsten Carlson|A||Richard Madden|A							
				Gordon W. Allport, Philip E. Vernon, Gardner Lindzey.	Manual for Study of values; a scale for measuring the dominant interests in personality.	A425993	1960-01-04	RE398704	1988-10-26	Robert B. Allport|C||Dorothy F. Vernon|W||Gardner Lindzey|A							
				Gordon W. Allport, Philip W. Vernon, Gardner Lindzey.	Test booklet for Study of values.	A425994	1960-01-04	RE398705	1988-10-26	Robert B. Allport|C||Dorothy F. Vernon|W||Gardner Lindzey|A							
				J. Grace Walker, Mary E. Marye, Mary Helen Boley ... et al.	Mastery tests for Home fires, book 1.	A426438	1960-01-04	RE393878	1988-08-26	Mary Helen Boley|A||Austin M. Richardson|C							
				J. Grace Walker, Mary E. Marye, Mary Helen Boley ... et al.	Teacher's manual for Home fires, book 1.	A426439	1960-01-04	RE393879	1988-08-26	Mary Helen Boley|A||Austin M. Richardson|C							
				Richard Lettis, Robert F. McDonnell & William E. Morris.	Stephen Crane's The Red badge of courage; text and criticism.	A426440	1960-01-04	RE381852	1988-04-19	Richard Lettis|A||Robert F. McDonnell|A||William E. Morris|A							
				J. Grace Walker, Mary E. Marye, Mary Helen Boley ... et al.	Home fires.  Bk. 1.	A426441	1960-01-04	RE393880	1988-08-26	Mary Helen Boley|A||Austin M. Richardson|C							
				Ray G. Price, Vernon A. Musselman & Edwin E. Weeks.	Student activity guide for General business for everyday living.  Pt. 1, units 1-6: forms, exercises, and projects.	A426545	1960-01-04	RE385604	1988-06-17	Ray G. Price|A||Vernon A. Musselman|A||Edwin E. Weeks|A							
				Francis Weston Sears & Mark W. Zemansky.	Mechanics, heat, and sound.	A426976	1960-01-04	RE413678	1988-12-30	Adele C. Zemansky|W							
				staff of editors, F. E. Compton & Company.	Compton's Pictured encyclopedia and fact index, 1960.	A427008	1960-01-04	RE400181	1988-10-27	Encyclopaedia Britannica, Inc.|PWH							
				Marguerite Blaugh, Richard Corbin & Howard VanDerBeek.	Guide to modern English.  Grade 9.	A427613	1960-01-04	RE391734	1988-08-12	Scott, Foresman and Company|PWH							
				Marguerite Blaugh, Richard K. Corbin & Howard VanDerBeek.	Guide to modern English.  Grade 10.	A427614	1960-01-04	RE391735	1988-08-12	Scott, Foresman and Company|PWH							
				Bernhardt G. A. Skrotzki & William A. Vopat.	Applied energy conversion|Power station engineering and economy.	A427759	1960-01-04	RE385605	1988-06-17	William A. Vopat|A||Paul F. B. Skrotzki|C||Mark A. A. Skrotzki|C							
				E. L. Withers, pseud. of George William Potter, Jr.	Diminishing returns.	A427773	1960-01-04	RE391940	1988-08-12	Henry Holt and Company, Inc|PWH							
				Louis W. Koenig.	The Invisible presidency.	A427774	1960-01-04	RE381983	1988-04-04	Louis W. Koenig|A							
				G. B. Harrison.	Julius Caesar in Shakespeare, Shaw and the ancients.	A428005	1960-01-04	RE381853	1988-04-19	G. B. Harrison|A							
				Herbert Drapkin, Paul F. Brandwein.	Teacher's manual and resource guide for You and your resources; with answer key to Harbrace teaching tests.	A428260	1960-01-04	RE393881	1988-08-26	Herbert Drapkin|A||Paul F. Brandwein|A							
				Herbert Drapkin, Paul F. Brandwein.	Teacher's manual and resource guide for You and your world; with answer key to Harbrace teaching tests.	A428261	1960-01-04	RE393882	1988-08-26	Herbert Drapkin|A||Paul F. Brandwein|A							
				Paul Blommers, E. F. Lindquist.	Study manual for Elementary statistical methods in psychology and education.	A428263	1960-01-04	RE398697	1988-10-26	Walter A. Dobrian|E							
				H. G. Barnett.	Being a Palauan.	A429039	1960-01-04	RE386116	1988-06-22	Judith Barnett|W||Linda Barnett Fury|C||Susan M. Barnett|C							
				John H. M. Beattie.	Bunyoro, an African kingdom.	A429040	1960-01-04	RE403093	1988-05-20	John H. M. Beattie|A							
				C. W. M. Hart, Arnold R. Pilling.	The Tiwi of north Australia.	A429041	1960-01-04	RE393169	1988-08-15	Arnold R. Pilling|A							
				E. Adamson Hoebel.	The Cheyennes, Indians of the Great Plains.	A429042	1960-01-04	RE403094	1988-05-20	E. Adamson Hoebel|A							
				Oscar Lewis.	Tepoztlan Village in Mexico.	A429043	1960-01-04	RE406282	1988-12-15	Ruth M. Lewis|W||Gene L. Lewis|C||Judith A. Lewis|C							
				H. L. Knickerbocker & H. Willard Reninger.	Interpreting literature.	A429083	1960-01-04	RE390064	1988-07-29	Holt, Rinehart and Winston, Inc.|PCW							
				Lucien B. Kinney, Vincent Ruble, M. Russell Blythe.	Holt General mathematics.	A429084	1960-01-04	RE393809	1988-08-26	Vincent Ruble|A							
				Truman J. Moon, James H. Otto, Albert Towle.	Modern biology.	A429086	1960-01-04	RE393810	1988-08-26	Eloise B. Otto|W||Albert Towle|A||Marilyn O. Oestrike|C							
				H. Clark Metcalfe, John E. Williams & Charles E. Dull.	Modern physics.	A429435	1960-01-04	RE423468	1988-07-29	H. Clark Metcalfe|A||John E. Williams|A||Mary Louise Dull Sprague|E							
				James H. Otto, Sam S. Blanc & Albert Towle.	Biology investigations; a workbook and laboratory manual.|Modern biology.	A429525	1960-01-04	RE388192	1988-06-24	Eloise B. Otto|W||Marilyn O. Oestrike|C||Sam S. Blanc|A||Albert Towle|A							
				James H. Otto, Sam S. Blanc & Elizabeth H. Crider.	Modern biology.|Tests in biology.  Ser. A.	A429526	1960-01-04	RE388193	1988-06-24	Eloise B. Otto|W||Marilyn O. Oestrike|C||Sam S. Blanc|A							
				James H. Otto, Sam S. Blanc & Elizabeth H. Crider.	Modern biology.|Test in biology.  Ser. B.	A429527	1960-01-04	RE388194	1988-06-24	Eloise B. Otto|W||Marilyn O. Oestrike|C||Sam S. Blanc|A							
				C. E. Autrey.	Revivals of the Old Testament.	A430066	1960-01-04	RE401725	1988-12-01	C. E. Autrey|A							
				Norman E. Nygaard.	Tempest over Scotland: the story of John Knox.	A430071	1960-01-04	RE401745	1988-12-01	Norman E. Nygaard|A							
				Golden Press, Inc., employer for hire of Jane Werner Watson, Gustaf Tennggren.	The Lion's paw; a tale of African animals.  No. 355.	A430169	1960-01-04	RE402447	1988-11-28	Western Publishing Company, Inc.|PWH							
				Paul F. Brandwein, Thomas G. Lawrence & Leland G. Hollingworth.	You and your world.	A430217	1960-01-04	RE434214	1988-09-06	Elmore Hutchins|NK||Helen E. Hollingworth|C||Nancy McRae|C							
				Paul F. Brandwein, Thomas G. Lawrence & Leland G. Hollingworth.	You and science.	A430218	1960-01-04	RE434224	1988-09-06	Elmore Hutchins|NK||Helen E. Hollingworth|C||Nancy McRae|C							
				Paul F. Brandwein, Thomas G. Lawrence & Leland G. Hollingworth.	You and your resources.	A430219	1960-01-04	RE434223	1988-09-06	Elmore Hutchins|NK||Helen E. Hollingworth|C||Nancy McRae|C							
				Robert F. Davidson, Sarah Herndon, J. Russell Reaver & William Ruff.	The Humanities in contemporary life.	A434708	1960-01-04	RE390068	1988-07-29	Holt, Rinehart and Winston, Inc.|PCW							
				John H. Baumgaertner.	Meet the Twelve.	A435168	1960-01-04	RE405595	1988-12-15	John H. Baumgaertner|A							
				John P. Milton.	Prophecy interpreted.	A435169	1960-01-04	RE405596	1988-12-15	Euphramia E. Milton|W							
				John M. Pittaro, Alexander Green.	Segundo curso progresando.	A436324	1960-01-04	RE400339	1988-11-03	Dolores Pittaro|E							
				Roy L. Walford.	Leukocyte antigens and antibodies.	A439718	1960-01-04	RE384538	1988-05-27	Roy L. Walford|A							
				Edwin Hill Cooke.	Reports of cases at law and in chancery, argued and determined in the Supreme Court of Illinois, second series.  Vol. 16-2d.	A440311	1960-01-04	RE380514	1988-05-31	Ethelda W. Cooke|W							
					Sears spring through summer 1960 (Chicago)	A440390	1960-01-04	RE366083	1988-01-11	Sears, Roebuck and Company|PWH							
					Sears spring through summer 1960 (Philadelphia)	A440393	1960-01-04	RE366086	1988-01-11	Sears, Roebuck, and Company|PWH							
				Ronald A. Anderson.	Government and business.	A446431	1960-01-04	RE367692	1988-01-07	South-Western Publishing Company|PWH							
				Luther Hancock Lyon.	Applied penmanship.	A446440	1960-01-04	RE367695	1988-01-07	South-Western Publishing Company|PWH							
				Lyon Sprague DeCamp.	Startling stories|The Glory that was.	A447820	1960-01-04	RE388678	1988-06-23	L. Sprague DeCamp|A					First pub. in Startling stories.		
					Mission nurse.  Text: Adelaide Humphries.	A447823	1960-01-04	RE388677	1988-06-23	Adelaide Humphries|A							
				Alice Lent Covert.	No Roman candles.	A447824	1960-01-04	RE388679	1988-06-23	Alice Lent Covert|A							
				Rachel C. Payes.	Forsythia finds murder.	A447825	1960-01-04	RE388680	1988-06-23	Rachel C. Payes|A							
				Joan Sargent, pseud. of Sara Jenkins Cunningham.	Holiday house.	A447826	1960-01-04	RE388681	1988-06-23								
				Ray Tassin.	Red men in blue.	A447829	1960-01-04	RE388682	1988-06-23	Ray Tassin|A							
				Walter B. Rideout.	The Experience of prose.	A451109	1960-01-04	RE491951	1988-12-29	Walter B. Rideout|A							
					"A Casebook on Henry James' ""The Turn of the screw.""  By Gerald Willen."	A454451	1960-01-04	RE411453	1988-12-28	Gerald Willen|A							
					NEA service weekly.	A501833	1960-01-04	RE387518	1988-07-11								
					Het Beste boek.|Reader's Digest condensed books.	AF17781	1960-01-04	RE376527	1988-02-04	Reader's Digest|PWH||N.V.|PWH							
					Reader's Digest Auswahlbuecher.  Vol. 1, 1960.	AFO29434	1960-01-04	RE376528	1988-02-04	H.|PWH							
					Reader's Digest condensed books.|Selection du livre.	AFO29937	1960-01-04	RE376529	1988-02-04	Selection du Reader's Digest, S.A.R.L.|PWH							
					Biblioteca de selecoes.  Vol. 13.|Reader's Digest condensed books.	AFO29938	1960-01-04	RE376530	1988-02-04	Editora Ypiranga, S.A.|PWH							
				Olivier Messiaen.	Conference de Bruxelles; prononcee a 1 exposition internationale de Bruxelles en 1958.	AFO29942	1960-01-04	RE407826	1988-12-19	Olivier Messiaen|A							
				Odette Ferry, ill.: Paul Durand.	Sissi face a son destin.	AFO30271	1960-01-04	RE391072	1988-06-17	Odette Ferry|A||Pascaline Groznykh|W							
					Chicago daily tribune.  Vol. 119, no. 3, Jan. 4, 1960.	B810926	1960-01-04	RE373313	1988-01-25	Chicago Tribune Company|PCW							
					The Wall Street journal.  Vol. 155, no. 1, Jan. 4, 1960.	B810935	1960-01-04	RE368911	1988-01-13	Dow Jones & Company, Inc.|PCW							
					Billboard.  Vol. 72, no. 1, Jan. 4, 1960.	B810951	1960-01-04	RE384921	1988-06-03	Billboard Publications, Inc.|PCW							
					The New York times.  Vol. 109, no. 37235, Jan. 4, 1960.	B811043	1960-01-04	RE368446	1988-01-11	New York Times Company|PCW							
					Daily news.  Vol. 41, no. 165, Jan. 4, 1960.	B811059	1960-01-04	RE371920	1988-01-19	New York News, Inc.|PWH							
					Little Orphan Annie.	B811059	1960-01-04	RE411032	1988-12-30	Tribune Media Services, Inc.|PWH							
					Jewish currents.  Vol. 14, no. 1 (150), Jan. 1960.	B811698	1960-01-04	RE400784	1988-11-15	Association for Promotion of Jewish Secularism, Inc.|PCW							
					The Christian Science monitor.  Vol. 52, no. 33, Jan. 4, 1960.	B812257	1960-01-04	RE365702	1988-01-07	Christian Science Publishing Society|PWH							
					Daily variety.  Vol. 106, no. 19, Jan. 4, 1960.	B812284	1960-01-04	RE392021	1988-08-01	Daily Variety, Ltd.|PWH							
					The Washington post and times herald.  Vol. 83, no. 30, Jan. 4, 1960.	B812418	1960-01-04	RE401932	1988-12-08	Washington Post Company|PCW							
					The Christian century.  Vol. 77, no. 1, Jan. 6, 1960.	B812647	1960-01-04	RE411382	1988-12-23	Christian Century Foundation|PWH							
					Christian Science sentinel.  Vol. 62, no. 3, Jan. 16, 1960.	B812650	1960-01-04	RE377803	1988-01-07	Christian Science Publishing Society|PWH							
				Cordwainer Smith, pseud. of Paul Linebarger.	The Lady who sailed the soul.	B812815	1960-01-04	RE380892	1988-02-26	Marcia Linebarger|C||Rosana Hart|C							
					Teens.  Vol. 22, no. 2, Feb. 7-27, 1960.	B812820	1960-01-04	RE410044	1988-12-20	Marvel Entertainment Group, Inc.|PCW							
					Moody's bond survey.  Vol. 52, no. 1.	B812854	1960-01-04	RE402372	1988-11-18	Moody's Investors Service, Inc.|PWH							
					Electrolysis digest.  Vol. 7, no. 1, Jan. 1960.	B812864	1960-01-04	RE401315	1988-11-23	Gordon Blackwell|PCW							
