volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	publ	note	full_text
				Pattric Ruth O'Keefe, Cyrus H. Maxwell, Mary Sue White.	Teachers edition From head to toe.	A429593	1960-02-04	RE393811	1988-08-26	Mattie S. Maxwell|W							
				Edward L. R. Elson.	And still He speaks; the words of the risen Christ.	A430258	1960-02-04	RE407011	1988-12-16	Edward L. R. Elson|A							
					Soul winning sermons.  Vol. 2.	A430259	1960-02-04	RE398360	1988-10-21	Fleming H. Revell Company|PWH							
				Philip Ellis Wheelwright.	The Way of philosophy.	A432116	1960-02-04	RE402770	1988-11-16	Philip Ellis Wheelwright|A							
					King Features weekly.	A432843	1960-02-04	RE406816	1988-12-16	King Features Syndicate, Inc.|PCW							
					King Features illustrated weekly.	A432846	1960-02-04	RE406819	1988-12-16	King Features Syndicate, Inc.|PCW							
					Ripley's Believe it or not!  Cartoon feature.  Cartoon drawing and text: Paul Frehm.	A432846	1960-02-04	RE404169	1988-12-09	Ripley International, Inc.|PWH							
				Alvin Z. Rubenstein.	The Foreign policy of the Soviet Union.	A434496	1960-02-04	RE386564	1988-06-03	Alvin Z. Rubenstein|A							
				Truman J. Moon, Brother Joseph A. Kuntz, S. M., James H. Otto, Albert Towle, Brother Edward I. Drury, S. M.	Modern biology.	A455065	1960-02-04	RE393818	1988-08-26	Albert Towle|A||George Drury|NK							
				Billy Graham.	How to overcome temptation.	A462777	1960-02-04	RE386025	1988-06-14	Billy Graham Evangelistic Association|PWH							
				F. L. Westwater.	Simplified calculus.	AF18375	1960-02-04	RE406288	1988-12-15	F. L. Westwater|A							
				Mary Stewart.	My brother Michael.	AFO29765	1960-02-04	RE372694	1988-01-11	Mary Stewart|A							
					The Washington post and times herald.  Vol. 83, no. 61, Feb. 4, 1960.	B817549	1960-02-04	RE401962	1988-12-08	Washington Post Company|PCW							
					Daily news.  Vol. 41, no. 192, Feb. 4, 1960.	B817559	1960-02-04	RE371951	1988-01-19	New York News, Inc.|PWH							
					Little Orphan Annie.	B817559	1960-02-04	RE411064	1988-12-30	Tribune Media Services, Inc.|PWH							
					Chicago daily tribune.  Vol. 119, no. 30, Feb. 4, 1960.	B817623	1960-02-04	RE373968	1988-01-29	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 52, no. 59, Feb. 4, 1960.	B817628	1960-02-04	RE365729	1988-01-07	Christian Science Publishing Society|PWH							
					Daily variety.  Vol. 106, no. 42, Feb. 4, 1960.	B817670	1960-02-04	RE392041	1988-08-01	Daily Variety, Ltd.|PWH							
					The Journal of the Acoustical Society of America.  Vol. 32, no. 1, Jan. 1960.	B818167	1960-02-04	RE391126	1988-07-07	American Institute of Physics|PCW							
					Falling in love.  No. 34, May 1960.	B818531	1960-02-04	RE395665	1988-09-26	Comics, Inc.|PWH							
					Superman.  No. 136, Apr. 1960.	B818630	1960-02-04	RE395666	1988-09-26	Comics, Inc.|PWH							
					Town & country.  Vol. 114, no. 4447, Feb. 1960.	B818735	1960-02-04	RE405165	1988-12-12	Hearst Corporation|PCW							
					The Commonweal.  Vol. 71, no. 20, Feb. 12, 1960.	B818935	1960-02-04	RE382519	1988-01-19	Commonweal Foundation|PCW							
					General digest, third series.  Vol. 12, no. 1, Jan. 1960.	B819297	1960-02-04	RE379345	1988-04-04	West Publishing Company|PWH							
					Pacific reporter, second series.  Vol. 347, no. 5 & v. 348, no. 1, Feb. 5, 1960.	B819307	1960-02-04	RE379355	1988-04-04	West Publishing Company|PWH							
					Ellery Queen's mystery magazine.  Vol. 35, no. 4, Apr. 1960.	B819477	1960-02-04	RE368892	1988-01-19	Davis Publications, Inc.|PCW							
				Michael Gilbert.	The Terror of Pardoe Street.	B819477	1960-02-04	RE398387	1988-10-24	Michael Gilbert|A							
					North Eastern reporter, second series.  Vol. 163, no. 3, Feb. 3, 1960.	B819495	1960-02-04	RE379358	1988-04-04	West Publishing Company|PWH							
					The New Yorker.  Vol. 35, no. 51, Feb. 6, 1960.	B819564	1960-02-04	RE391835	1988-08-15	New Yorker Magazine, Inc.|PCW							
				Lois Phillips Hudson.	Epitaph for a lion.|The New Yorker, Feb. 6, 1960	B819564	1960-02-04	RE425357	1988-12-19	Lois Phillips Hudson|A							
					Playboy.  Vol. 7, no. 3, Mar. 1960.	B819638	1960-02-04	RE376301	1988-02-24								
				Ian Fleming.	The Hildebrand rarity.	B819638	1960-02-04	RE386104	1988-06-06	Raymond Arthur Clanaboy Baron O'Neill|E||Martin Michael Charles Baron Charteris|E||Arnold Abraham Baron Goodman|E							
					Western folklore.  Vol. 19, no. 1, Jan. 1960.	B819851	1960-02-04	RE400806	1988-11-15	California Folklore Society|PCW							
					Your new baby.  No. 129, Mar. 1960.	B819942	1960-02-04	RE397859	1988-10-18	Publishing|PCW							
					The Ohio historical quarterly.  Vol. 69, no. 1, Jan. 1960.	B819955	1960-02-04	RE365672	1988-01-07	Ohio Historical Society|PCW							
					The Wall Street journal.  Vol. 155, no. 24, Feb. 4, 1960.	B819964	1960-02-04	RE374063	1988-02-12	Dow Jones & Company, Inc.|PCW							
					The New York times.  Vol. 109, no. 37266, Feb. 4, 1960.	B822029	1960-02-04	RE368473	1988-01-11	New York Times Company|PCW							
					Metro Newspaper service.	B822715	1960-02-04	RE399574	1988-10-25	Metro Creative Graphics, Inc.|PWH							
					Metro Greater sales.	B822718	1960-02-04	RE399575	1988-10-25	Metro Creative Graphics, Inc.|PWH							
					Fashion Review Department Store.|Fashion review.	B822722	1960-02-04	RE399576	1988-10-25	Metro Creative Graphics, Inc.|PWH							
					Metro Department Store service.|Metro Department Store.	B822724	1960-02-04	RE399577	1988-10-25	Metro Creative Graphics, Inc.|PWH							
					Metro advertising dynamics.	B822728	1960-02-04	RE394853	1988-09-06	Metro Creative Graphics, Inc.|PWH							
					Children's digest.  Vol. 10, no. 97, Apr. 1960.	B823101	1960-02-04	RE392388	1988-08-10	Benjamin Franklin Literary & Medical Society, Inc.|PCW							
					New England journal of medicine.  Vol. 262, no. 5, Feb. 4, 1960.	B829179	1960-02-04	RE388873	1988-07-18	Massachusetts Medical Society|PWH							
					The Hudson review.  Vol. 12, no. 4, winter 1959-1960.	B829726	1960-02-04	RE379524	1988-03-24	Hudson Review, Inc.|PCW							
				Anne Sexton.	The Division of parts.  The Expatriates.  Music swims back to me.  A Story for Rose on the midnight flight to Boston.	B829726	1960-02-04	RE398719	1988-10-26	Linda G. Sexton|C							
				Marjorie Henderson Buell.	Marge's Little Lulu.  Vol. 1, no. 141.	B836296	1960-02-04	RE401496	1988-11-28	Marjorie Henderson Buell|A							
				Marjorie Henderson Buell.	Marge's Tubby.  No. 39.	B836301	1960-02-04	RE401497	1988-11-28	Marjorie Henderson Buell|A							
					Astrology/your daily horoscope.  Vol. 92, no. 2.	B860700	1960-02-04	RE370149	1988-04-11	Diamandis Communications, Inc.|PCW							
					Plus business.	B883104	1960-02-04	RE399629	1988-10-25	Metro Creative Graphics, Inc.|PWH							
				Patricia Jourdy.	Semi-detached; stage play.	DU50491	1960-02-04	RE399023	1988-08-02	Patricia Jourdy, Ltd.|PWH							
					"""Mother Goose nursery rhymes"" with Sterling Holloway|""Walt Disney's Mother Goose nursery rhymes"" with Sterling Holloway; phonograph record album jacket."	KK175411	1960-02-04	RE387695	1988-05-24	Walt Disney Company|PWH							
				L. Ron Hubbard.	HCOB4 February 1960, Overt manifestations of a low toned case.	TX1139517	1960-02-04	RE405079	1988-12-06	Mary Sue Hubbard|W							
					HCOB4 February 1960, Theory of responsibility processing.  Text: L. Ron Hubbard.	TX1250052	1960-02-04	RE405127	1988-12-06	Mary Sue Hubbard|W							
				Viola Rowe.	Promise to love.	A428630	1960-02-05	RE407552	1988-12-16	Viola Rowe|M							
				Helen Catchings Bascome.	Vogue printed pattern news.  Mar. 15, 1960.	A428975	1960-02-05	RE409661	1988-12-28	Conde Nast Publications, Inc.|PWH							
				Eleanor Williams.	Vogue printed patterns.  Mar. 15, 1960.	A428976	1960-02-05	RE408356	1988-12-20	Conde Nast Publications, Inc.|PWH							
					West's Indiana law encyclopedia.  Vol. 26: social welfare-suretyship.	A429045	1960-02-05	RE381345	1988-04-04	West Publishing Company|PWH							
				Myra Waldo (Mrs. Robert J. Schwartz), artist: Lillian Chestney.	The Complete book of oriental cooking.	A429090	1960-02-05	RE411328	1988-12-29	Myra Waldo|A							
				John Killian Houston Brunner.	Slavers of space.	A429385	1960-02-05	RE404770	1988-12-01	John Killian Houston Brunner|A							
				Philip K. Dick.	Dr. Futurity.	A429387	1960-02-05	RE382904	1988-04-07	Laura Coelho|E							
				Philip K. Dick.	Doctor Futurity|Dr. Futurity; novel.	A429387	1960-02-05	RE407005	1988-12-16	Laura Coelho|C||Christopher Dick|C||Isa Dick|C							
				Tom West, pseud. of Fred East.	Nothing but my gun.	A429391	1960-02-05	RE364098	1988-02-01	Mrs. Fred East|M							
					American jurisprudence (recompiled)  Insurance, sec. 789-2008.	A429404	1960-02-05	RE401211	1988-11-21	Lawyers Co-operative Publishing Company|PWH							
					American jurisprudence (recompiled)  Innkeepers to insurance, sec. 1-788.	A429405	1960-02-05	RE401212	1988-11-21	Lawyers Co-operative Publishing Company|PWH							
				Friedrich Duerrenmatt, translation: Alfred A. Knopf, Inc., as employer for hire of Richard Winston & Clara Winston.	Traps.	A429727	1960-02-05	RE389502	1988-07-13	Alfred A. Knopf, Inc.|PWH							
				J. Martyn Walsh and Kathleen Walsh.	Teacher's answer book for Plain English, 12.	A431115	1960-02-05	RE400242	1988-11-02	Newbery Award Records, Inc.|PWH							
					Advance California reports.  Vol. 21, no. 6.	A431675	1960-02-05	RE394447	1988-09-01	Bancroft-Whitney Company|PWH							
				Theodore Kesting.	Sports afield fishing annual.	A431801	1960-02-05	RE380571	1988-04-11	Hearst Corporation|PWH							
				David Nachmansohn.	Molecular biology; elementary processes of nerve conduction and muscle contraction.	A438075	1960-02-05	RE384535	1988-05-27	Academic Press, Inc.|PWH							
				Allan Hart Jahsmann.	What's Lutheran in education; exploration into principles and practices.	A439100	1960-02-05	RE398084	1988-10-17	Concordia Publishing House|PWH							
				Arthur Grove Day & John V. Morris.	Hawaii, fiftieth star.	A450934	1960-02-05	RE390201	1988-07-14	Arthur Grove Day|A							
				Rubylee Hall.	God has a sense of humor.	A459042	1960-02-05	RE393930	1988-08-26	Rubylee Hall|A							
					Zoo pals.  Text: Ann McGovern (Ann McGovern Scheiner) & Esther Bubly.	A462270	1960-02-05	RE379065	1988-02-29	Ann McGovern Scheiner|A							
				Lawrence Durrell.	Clea.	AFO29902	1960-02-05	RE386890	1988-06-20	Lawrence Durrell|A							
				Lawrence Durrell.	Clea.	AFO29902	1960-02-05	RE461543	1988-12-27	Lawrence Durrell|A							
				Lawrence G. Durrell.	Cleo; novel.	AFO29902	1960-02-05	RE412666	1988-12-30	Lawrence G. Durrell|A							
					Pearls of wisdom.  Vol. 3, no. 6, Feb. 5, 1960.	B211047	1960-02-05	RE382616	1988-05-09								
					The Washington post and times herald.  Vol. 83, no. 62, Feb. 5, 1960.	B817550	1960-02-05	RE401963	1988-12-08	Washington Post Company|PCW							
					Daily news.  Vol. 41, no. 193, Feb. 5, 1960.	B817560	1960-02-05	RE371952	1988-01-19	New York News, Inc.|PWH							
					Little Orphan Annie.	B817560	1960-02-05	RE411065	1988-12-30	Tribune Media Services, Inc.|PWH							
					Chicago daily tribune.  Vol. 119, no. 31, Feb. 5, 1960.	B817624	1960-02-05	RE373969	1988-01-29	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 52, no. 60, Feb. 5, 1960.	B817629	1960-02-05	RE369181	1988-01-07	Christian Science Publishing Society|PWH							
					Daily variety.  Vol. 106, no. 43, Feb. 5, 1960.	B817671	1960-02-05	RE392042	1988-08-01	Daily Variety, Ltd.|PWH							
					Chemical & engineering news.  Vol. 38, no. 6, Feb. 8, 1960.	B818193	1960-02-05	RE409402	1988-12-27	American Chemical Society|PCW							
					Moody's Bond record.  Vol. 27, no. 2.	B818230	1960-02-05	RE396727	1988-09-20	Moody's Investors Service, Inc.|PWH							
					Electrolysis digest.  Vol. 7, no. 2, Feb. 1960.	B818830	1960-02-05	RE401316	1988-11-23	Gordon Blackwell|PCW							
					Atlantic reporter, second series.  Vol. 157, no. 1, Feb. 6, 1960.	B819295	1960-02-05	RE379343	1988-04-04	West Publishing Company|PWH							
					Southern reporter, second series.  Vol. 116, no. 5, Feb. 4, 1960.	B819304	1960-02-05	RE379352	1988-04-04	West Publishing Company|PWH							
				Primary Association of the Church of Jesus Christ of Latter-Day Saints.	The Children's friend.  Vol. 59, no. 3, Mar. 1960.	B819470	1960-02-05	RE392873	1988-07-08	Corporation of the President of the Church of Jesus Christ of Latter-Day Saints|PCW							
					West's California reporter.  Vol. 1, no. 6, Feb. 8, 1960.	B819494	1960-02-05	RE379357	1988-04-04	West Publishing Company|PWH							
					New York supplement, second series.  Vol. 194, no. 3, Feb. 2, 1960.	B819498	1960-02-05	RE379361	1988-04-04	West Publishing Company|PWH							
					Artnews.  Vol. 58, no. 10, Feb. 1960.	B819539	1960-02-05	RE368344	1988-02-01	Artnews Associates|PCW							
					Helion paints a series of portraits.  Text: John Ashbery.	B819539	1960-02-05	RE398681	1988-10-25	John Ashbery|A							
					New Jersey reports and New Jersey Superior Court reports; index, synopsis, key number character, and syllabi.  Vol. 31 & 59, no. 6, Feb. 5, 1960.	B819754	1960-02-05	RE379366	1988-04-04	West Publishing Company|PWH							
					The Wall Street journal.  Vol. 155, no. 25, Feb. 5, 1960.	B819965	1960-02-05	RE374064	1988-02-12	Dow Jones & Company, Inc.|PCW							
					The A M A news.|The AMA news.  Vol. 3, no. 3, Feb. 8, 1960.	B821304	1960-02-05	RE390814	1988-06-09	American Medical Association|PWH							
					Obstetrics and gynecology.  Vol. 15, issue 2.	B821897	1960-02-05	RE411341	1988-12-29	Elsevier Science Publishing Company, Inc.|PCW							
					The New York times.  Vol. 109, no. 37267, Feb. 5, 1960.	B822030	1960-02-05	RE368474	1988-01-11	New York Times Company|PCW							
					American journal of nursing.  Vol. 60, no. 2, Feb. 1960.	B824529	1960-02-05	RE410131	1988-12-28	American Journal of Nursing Company|PCW							
					Li'l Abner; comic strip.  Created by Alfred G. Capp as an employee for hire of United Feature Syndicate, Inc.	B824915	1960-02-05	RE397672	1988-10-14	Capp Enterprises, Inc.|PWH							
					True police cases.  Vol. 12, no. 134.	B831636	1960-02-05	RE369536	1988-04-11	Diamandis Communications, Inc.|PCW							
					Soviet physics--crystallography.  Vol. 4, no. 1, Jan. 1960.	B832726	1960-02-05	RE391150	1988-07-07	American Institute of Physics|PCW							
					Tarzan.  No. 6403.	BB13692	1960-02-05	RE386314	1988-06-01	Edgar Rice Burroughs, Inc.|PWH							
					Tarzan.  No. 6404.	BB13693	1960-02-05	RE386315	1988-06-01	Edgar Rice Burroughs, Inc.|PWH							
					Tarzan.  No. 6405.	BB13694	1960-02-05	RE386316	1988-06-01	Edgar Rice Burroughs, Inc.|PWH							
					Tarzan.  No. 6406.	BB13695	1960-02-05	RE386317	1988-06-01	Edgar Rice Burroughs, Inc.|PWH							
					Tarzan.  No. 6407.	BB13696	1960-02-05	RE386318	1988-06-01	Edgar Rice Burroughs, Inc.|PWH							
					Tarzan.  No. 6408.	BB13697	1960-02-05	RE386319	1988-06-01	Edgar Rice Burroughs, Inc.|PWH							
					Tarzan.  No. 1509.	BB13698	1960-02-05	RE388339	1988-07-25	Edgar Rice Burroughs, Inc.|PWH							
					Not far from the tree; a play in three acts.	DU50419	1960-02-05	RE407645	1988-12-19	Milburn David Smith, Jr.|A							
				Santha Rama Rau (Vasanthi Rama Rau Bowers)	A Passage to India; a play in three acts.	DU50423	1960-02-05	RE368038	1988-01-05							From the novel by E. M. Forster.	
					Religious painting in the form of a mural: Redemption.	GP23685	1960-02-05	RE407260	1988-12-19	Houghton College|PWH							
					Superman.  Release the week of Sunday, Mar. 6, 1960.	K59053	1960-02-05	RE404411	1988-12-02	Comics, Inc.|PWH							
				the Village Voice, Inc. (presently d.b.a. V V Publishing Corporation)	The Village voice.  Vol. 5, no. 16, Feb. 10, 1960.	TX2455194	1960-02-05	RE403515	1988-12-19	Publishing Corporation|PWH							
				Eva Broch a.k.a. Eva Broch Pierrakos.	Desire for happiness and desire for unhappiness.	TX2570757	1960-02-05	RE447349	1988-09-09	John C. Pierrakos|Wr							
				C. S. Hammond & Company.	Our presidential elections.	A453876	1960-02-06	RE401636	1988-11-23	Hammond, Inc.|PWH							
				Basil Wolverton.	La Bible racontee aux enfants.  T. premier.	A489194	1960-02-06	RE374863	1988-01-25	Worldwide Church of God|PWH							
					Daily news.  Vol. 41, no. 194, Feb. 6, 1960.	B817561	1960-02-06	RE371953	1988-01-19	New York News, Inc.|PWH							
					Little Orphan Annie.	B817561	1960-02-06	RE411066	1988-12-30	Tribune Media Services, Inc.|PWH							
					Los Angeles times.  Vol. 79, Feb. 7, 1960.	B817575	1960-02-06	RE402932	1988-05-27	Times-Mirror Company|PCW							
					Chicago daily tribune.  Vol. 119, no. 32, Feb. 6, 1960.	B817625	1960-02-06	RE373970	1988-01-29	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 52, no. 61, Feb. 6, 1960.	B817630	1960-02-06	RE369182	1988-01-07	Christian Science Publishing Society|PWH							
					The Washington post and times herald.  Vol. 83, no. 63, Feb. 6, 1960.	B819127	1960-02-06	RE401967	1988-12-08	Washington Post Company|PCW							
					The New York times.  Vol. 109, no. 37268, Feb. 6, 1960.	B822031	1960-02-06	RE368475	1988-01-11	New York Times Company|PCW							
					National review.  Vol. 8, no. 6, Feb. 6, 1960.	B867032	1960-02-06	RE372801	1988-01-21	National Review, Inc.|PCW							
				L. Ron Hubbard.	HCOB6 February 1960, Effect scale.	TX1276300	1960-02-06	RE401672	1988-12-01	Mary Sue Hubbard|W							
					The Washington post and times herald.  Vol. 83, no. 64, Feb. 7, 1960.	B817547	1960-02-07	RE401960	1988-12-08	Washington Post Company|PCW							
					Sunday news.  Vol. 39, no. 41, Feb. 7, 1960.	B817557	1960-02-07	RE371949	1988-01-19	New York News, Inc.|PWH							
					Little Orphan Annie.	B817557	1960-02-07	RE411062	1988-12-30	Tribune Media Services, Inc.|PWH							
					Chicago Sunday tribune.  Vol. 119, no. 6, Feb. 7, 1960.	B817621	1960-02-07	RE373966	1988-01-29	Chicago Tribune Company|PCW							
					The New York times.  Vol. 109, no. 37269, Feb. 7, 1960.	B822027	1960-02-07	RE368471	1988-01-11	New York Times Company|PCW							
					Mickey Mouse.  Feb. 14, 1960.	K58335	1960-02-07	RE376555	1988-02-09	Walt Disney Company|PWH							
					Donald Duck.  Feb. 14, 1960.	K58340	1960-02-07	RE376557	1988-02-09	Walt Disney Company|PWH							
					Uncle Remus.  Feb. 14, 1960.	K58344	1960-02-07	RE376560	1988-02-09	Walt Disney Company|PWH							
				James F. Lahey, Reid A. Bryson, Harold A. Corzine, Charles W. Hutchins.	Atlas of 300 mb wind characteristics for the Northern Hemispshere.	A92719	1960-02-08	RE386495	1988-05-04	Reid Bryson|A							
				Matthew Spinka.	The Quest for church unity.	A428592	1960-02-08	RE395941	1988-09-20	Homer H. Henrie|E							
				Edith H. Quimby.	Safe handling of radioactive isotopes in medical practice.	A428593	1960-02-08	RE406465	1988-12-16	Edith H. Quimby|A							
				Lee Wyndham a.k.a. Jane Lee Hyndman, illustrator: Kurt Werth.	The Timid dragon.	A428637	1960-02-08	RE372623	1988-01-11	William Lee Hyndman|A||Kurt Werth|A							
				Janice Udry & Marian Foster.	Danny's pig.	A428639	1960-02-08	RE372624	1988-01-11	Janice Udry|A							
				Alvin Tresselt, illustrator: Roger Duvoisin.	Timothy Robbins climbs the mountain.	A428641	1960-02-08	RE372625	1988-01-11	Alvin Tresselt|A||Louise Duvoisin|W							
				William J. Bowe & Douglas H. Parker.	Page on wills.  Vol. 1.	A428797	1960-02-08	RE405656	1988-12-12	Anderson Publishing Company|PWH							
				David Demarest Lloyd.	The Sirens let him go.	A429409	1960-02-08	RE404286	1988-12-09	David Demarest Lloyd|A							
				Charles Richard Alsop Gilbert, illustrator: Alfred Feinberg.	Childbirth; the modern guide for expectant mothers.	A429427	1960-02-08	RE404259	1988-12-05	Charles Richard Alsop Gilbert|A							
				John Edward Weems, pref.: Vilhjalmur Stefansson.	Race for the pole; bk.	A429431	1960-02-08	RE381700	1988-04-25	John Edward Weems|A							
					Moody's Municipal & government manual.  Editor-in-chief: John Sherman Porter.|Municipal& government manual	A429455	1960-02-08	RE389861	1988-06-18	Moody's Investors Service, Inc.|PWH							
				Patrick Moore.	A Guide to the planets.	A429460	1960-02-08	RE374017	1988-01-12	Patrick Moore|A							
				Nelson Doubleday, Inc., as employer in a work made for hire of Peter Lappin.	The Story of Job.	A429558	1960-02-08	RE378454	1988-02-26	Doubleday Book & Music Clubs, Inc.|PWH							
				Nelson Doubleday, Inc., as employer in a work made for hire of Chad Walsh.	The Story of Job.	A429559	1960-02-08	RE378238	1988-02-26	Doubleday Book & Music Clubs, Inc.|PWH							
				Howard F. Conn.	Current therapy--1960.	A429581	1960-02-08	RE386684	1988-06-22	Elouise R. Eberly|W							
				Abraham E.Nizel.	Nutrition in clinical dentistry.	A429582	1960-02-08	RE386685	1988-06-22	Abraham E. Nizel|A							
				Martin Frobisher, Jr., Lucille Sommermeyer, Raymond H. Goodale.	Microbiology and pathology for nurses.	A429583	1960-02-08	RE394844	1988-09-13	Sidney T. Yates|E							
				Pauline Bushey, Lydia F. Hylton, Donna L. McLeod, and Edwin J. Thomas.	In-service training and reduced workloads.	A430054	1960-02-08	RE407251	1988-12-14	Pauline Bushey|A||Lydia F. Hylton|A||Donna L. McLeod|A||Edwin J. Thomas|A							
				Whit Masterson, pseud. of Robert A. Wade and H. Billy Miller.	A Hammer in his hand.	A430178	1960-02-08	RE404277	1988-12-09	Robert A. Wade|A||Enid Miller|W							
					Federal code annotated.  Public laws & administrative material 1959, 86th Congress, 1st session.	A430198	1960-02-08	RE401213	1988-11-21	Lawyers Co-operative Publishing Company|PWH							
					Federal supplement.  Vol. 177.	A430236	1960-02-08	RE381350	1988-04-04	West Publishing Company|PWH							
					Index and syllabi in cases adjudicated in the Supreme Court and District Courts of Appeal of Florida, reported in Southern reporter, second series.  Vols. 113-114.	A430237	1960-02-08	RE381351	1988-04-04	West Publishing Company|PWH							
					Reports of cases argued and determined in the Superior Court of the state of New Jersey; index, synopsis, key number character, and syllabi.  Vol. 57.	A430240	1960-02-08	RE381353	1988-04-04	West Publishing Company|PWH							
				Russell G. Stauffer, Alvina Treut Burrows, Margaret S. Stack, and two others.	Studybook for Into the wind.	A430578	1960-02-08	RE394257	1988-09-06	Russell G. Stauffer|A||Alvina Treut Burrows|A||Margaret S. Stack|A							
				Colin W. Williams.	John Wesley's theology today.  No. R-2821.	A431567	1960-02-08	RE411996	1988-12-30	Colin W. Williams|A							
					The New York times index.  Vol. 48, no. 1, Jan. 1-15, 1960.  Editor: Joseph C. Gephart.	A434343	1960-02-08	RE374078	1988-02-11	New York Times Company|PWH							
				William A. Gosline & Vernon E. Brock.	Handbook of Hawaiian fishes.	A436969	1960-02-08	RE386864	1988-07-01	William Gosline|A							
				Flannery O'Connor.	The Violent bear it away.	A437261	1960-02-08	RE393909	1988-08-22	Regina O'Connor|E							
					Mark Twain & Huck Finn.  Text: Walter Blair.	A438206	1960-02-08	RE406587	1988-12-14	Walter Blair|A							
				George Philip.	Letters or recollections of frontier days.	A473904	1960-02-08	RE385985	1988-06-29	Jean Philip Mitchell|PPW							
					NEA comic weekly.	A498119	1960-02-08	RE387507	1988-07-11	Newspaper Enterprise Association, Inc.|PCW							
				Recordati Industria Chimica e Farmaceutica, S.P.A., as employer of Angelo Farina.	Atlante di anatomia umana descrittiva.  Tavole 167-178: neurologia.	AF17888	1960-02-08	RE403817	1988-11-30	Recordati Industria Chimica|PWH||S.P.A. Farmaceutica|PWH							
				H. E. Bates.	An Aspidistra in Babylon.	AFO30054	1960-02-08	RE393121	1988-08-19	Richard Bates|C||Jonathan Bates|C							
					The Washington post and times herald.  Vol. 83, no. 65, Feb. 8, 1960.	B817551	1960-02-08	RE401964	1988-12-08	Washington Post Company|PCW							
					Daily news.  Vol. 41, no. 195, Feb. 8, 1960.	B817562	1960-02-08	RE371954	1988-01-19	New York News, Inc.|PWH							
					Little Orphan Annie.	B817562	1960-02-08	RE411067	1988-12-30	Tribune Media Services, Inc.|PWH							
					Chicago daily tribune.  Vol. 119, no. 33, Feb. 8, 1960.	B817626	1960-02-08	RE373971	1988-01-29	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 52, no. 62, Feb. 8, 1960.	B817631	1960-02-08	RE369183	1988-01-07	Christian Science Publishing Society|PWH							
					Moody's Bond survey.  Vol. 52, no. 6.	B818228	1960-02-08	RE402322	1988-11-18	Moody's Investors Service, Inc.|PWH							
					Financial world.  Vol. 113, no. 6, Feb. 10, 1960.	B818780	1960-02-08	RE410182	1988-12-22	Financial World Partners|PWH							
					The Christian century.  Vol. 77, no. 6, Feb. 10, 1960.	B818794	1960-02-08	RE411385	1988-12-23	Christian Century Foundation|PWH							
					Management science.  Vol. 6, no. 2, Jan. 1960.	B818950	1960-02-08	RE396387	1988-09-29	Institute of Management Sciences|PCW							
					Daily variety.  Vol. 106, no. 44, Feb. 8, 1960.	B819052	1960-02-08	RE392043	1988-08-01	Daily Variety, Ltd.|PWH							
					Billboard.  Vol. 72, no. 6, Feb. 8, 1960.	B819060	1960-02-08	RE385178	1988-06-03	Billboard Publications, Inc.|PCW							
					The Illustrated story of communications.	B819144	1960-02-08	RE404108	1988-12-09	Frawley Enterprises|PCW							
					The Wall Street journal.  Vol. 155, no. 26, Feb. 8, 1960.	B819260	1960-02-08	RE374055	1988-02-12	Dow Jones & Company, Inc.|PCW							
					Bulletin of the American Mathematical Society.  Vol. 66, no. 1, Jan. 1960.	B819812	1960-02-08	RE374032	1988-01-11	American Mathematical Society|PCW							
					Notices of the American Mathematical Society.  Vol. 7, no. 1, Feb. 1960.	B819813	1960-02-08	RE374033	1988-01-11	American Mathematical Society|PCW							
					Nursing outlook.  Vol. 8, no. 2, Feb. 1960.	B819866	1960-02-08	RE410132	1988-12-28	American Journal of Nursing Company|PCW							
					Federal supplement.  Vol. 179, no. 2, Feb. 8, 1960.	B821613	1960-02-08	RE379376	1988-04-04	West Publishing Company|PWH							
					Federal reporter, second series.  Vol. 272, no. 4, Feb. 8, 1960.	B821614	1960-02-08	RE379377	1988-04-04	West Publishing Company|PWH							
					The New York times.  Vol. 109, no. 37270, Feb. 8, 1960.	B822032	1960-02-08	RE368476	1988-01-11	New York Times Company|PCW							
					Stag.  Vol. 11, no. 4, Apr. 1960.	B823967	1960-02-08	RE409999	1988-12-20	Marvel Entertainment Group, Inc.|PCW							
				Official Magazine Corporation.	True secrets.  Vol. 10, no. 3, May 1960.	B823971	1960-02-08	RE410003	1988-12-20	Marvel Entertainment Group, Inc.|PCW							
				Zenith Publishing Corporation.	Men.  Vol. 9, no. 4, Apr. 1960.	B823972	1960-02-08	RE410018	1988-12-20	Marvel Entertainment Group, Inc.|PCW							
				Male Publishing Corporation.	Male.  Vol. 10, no. 4, Apr. 1960.	B823974	1960-02-08	RE410020	1988-12-20	Marvel Entertainment Group, Inc.|PCW							
					Barron's; national business & financial weekly.  Vol. 40, no. 6, Feb. 8, 1960.	B828823	1960-02-08	RE374054	1988-02-12	Barron's Publishing Company, Inc.|PCW							
					Evergreen review.  Vol. 4, no. 11, Jan.-Feb. 1960.	B839479	1960-02-08	RE376337	1988-02-22	Grove Press, Inc.|PWH							
