volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	note	full_text
					Dusty & the fiddlers.  Text: Miska Miles (Patricia Miles Martin), ill.: Erik Blegvad.	A569374	1962-06-19	RE469462	1990-01-08	Patrick J. Gallagher|E						
					Dusty and the fiddlers.  Text by Miska Miles (Patricia Miles Martin), ill.: Erik Blegvad.	A569375	1962-06-19	RE506298	1990-12-24	Erik Blegvad|A						
				Matthew F. Christopher, illustrator: Foster Caddell.	Crackerjack halfback.	A569547	1962-06-19	RE505634	1990-12-17	Matthew F. Christopher|A						
				Karl Ernst, Summy-Birchard Company, and others.	Birchard music series.  Bk. 4.	A569676	1962-06-19	RE467470	1990-02-13	Karl Ernst|A						
					American law reports, annotated, 2d series.  Vol. 83.	A569917	1962-06-19	RE501924	1990-12-10	Lawyers Co-operative Publishing Company|PWH						
				Morton J. A. McDonald.	Master guide to successful real estate advertising.	A569931	1962-06-19	RE492623	1990-10-10	Morton J. A. McDonald|A						
					Batman annual.  No. 3, summer 1962.	A570713	1962-06-19	RE493731	1990-10-25	DC Comics, Inc.|PWH						
				Marvin Felheim & David Levin (general editor)	Comedy--plays, theory, and criticism.	A572071	1962-06-19	RE504792	1990-12-13	Charlotte Felheim|W||David Levin|A						
				William C. Morse & C. Max Wingo.	Readings in educational psychology.	A572095	1962-06-19	RE488073	1990-08-15	Scott, Foresman and Company|PWH						
				Irene Smith Caldwell.	Teaching that makes a difference.	A572818	1962-06-19	RE506213	1990-12-26	Irene Smith Caldwell|A						
					American law reports, 2d; digest of cases and annotations for vol. 82, 83 & word index to annotations.	A573492	1962-06-19	RE501926	1990-12-10	Lawyers Co-operative Publishing Company|PWH						
					The Happy birthday egg.  Text by David Cornel DeJong, illustrator: Harvey Weiss.	A574058	1962-06-19	RE506300	1990-12-24	Harvey Weiss|A						
					The Happy birthday egg.  Text: David Cornel DeJong, ill.: Harvey Weiss.	A574059	1962-06-19	RE506299	1990-12-24	Helen DeJong|W						
				David H. Russell, Doris Gates & Mabel Snedaker.	Ginn basic readers.  Enrichment series, 6|On story wings.	A574193	1962-06-19	RE512440	1990-12-11	Gordon Wheeler|E||Patricia Ann Humphreys Johnson|E						
				David H. Russell, Doris Gates & Louise Markert.	Along story trails.|Ginn basic readers.  Enrichment series, 5	A574195	1962-06-19	RE512441	1990-12-11	Gordon Wheeler|E						
					Progress in astronautics and rocketry.  Vol. 8: guidance and control.  Edited by Robert E. Roberson & James S. Farrior.	A574312	1962-06-19	RE511332	1990-12-31	Academic Press, Inc.|PCW						
				Geoffrey H. Bourne & J. F. Danielli.	International review of cytology.  Vol. 13.	A574313	1962-06-19	RE511507	1990-12-28	Academic Press, Inc.|PCW						
				D. R. Bates.	Atomic and molecular processes.	A574314	1962-06-19	RE511508	1990-12-28	Academic Press, Inc.|PCW						
				Leonard K. Nash.	Elements of chemical thermodynamics.	A574443	1962-06-19	RE511378	1990-12-28	Leonard K. Nash|A						
				Reinhold W. Goll.	Spaceship to Planet Veta.	A574914	1962-06-19	RE499620	1990-11-29	Reinhold W. Goll|A						
				Alan R. Beals.	Gopaulpur, a south Indian village.	A575214	1962-06-19	RE511333	1990-12-31	Alan R. Beals|A						
				Jeanne Mellin Herrick.	America's own horse breeds.	A575770	1962-06-19	RE469577	1990-01-19	Jeanne Mellin Herrick|A						
				Whitman Publishing Company, employer for hire of Becky Krehbiel & Evans Krehbiel.	Surprise pictures trace and color book.  No. 1413.	A577404	1962-06-19	RE493430	1990-10-09	Western Publishing Company, Inc.|PWH						
				Karl N. Llewellyn.	Jurisprudence; realism in theory and practice.	A587621	1962-06-19	RE593197	1990-12-04	Soia Mentschikoff|E						
					Planning and producing visual aids.	A589003	1962-06-19	RE500161	1990-12-03	Eastman Kodak Company|PWH						
				Elizabeth H. Woellner and M. Aurilla Wood.	Requirements for certification.	A592937	1962-06-19	RE499527	1990-11-30	Richard Woellner|C						
				P. M. H. Kendall & G. M. Thomas.	Mathematical puzzles for the connoisseur.	AF21405	1962-06-19	RE493316	1990-10-24	P. M. H. Kendall|A						
					Boy's night out.  Pt. 2.	AI7974	1962-06-19	RE492522	1990-10-01							
					The Washington post and times herald.  Vol. 85, no. 196, June 19, 1962.	B975748	1962-06-19	RE503126	1990-12-12	Washington Post Company|PCW						
					Everywoman's family circle.  Vol. 61, no. 1, July 1962.	B975990	1962-06-19	RE504113	1990-12-07	New York Times Company Magazine Group|PCW						
					Success unlimited.  Vol. 9, no. 7, July 1962.	B976086	1962-06-19	RE489814	1990-08-27	W. Clement Stone|PCW						
					Progress in cardiovascular diseases.  Vol. 4, no. 6, May 1962.	B976370	1962-06-19	RE508817	1990-12-28	Grune & Stratton, Inc.|PCW						
					The Saturday evening post.  Vol. 235, no. 25, June 23, 1962.	B976525	1962-06-19	RE495808	1990-11-15	Curtis Publishing Company|PCW						
					Good housekeeping.  Vol. 155, issue no. 1, July 1962.	B976995	1962-06-19	RE479454	1990-05-21	Hearst Corporation|PCW						
					House beautiful.  Vol. 104, no. 7, July 1962.	B976996	1962-06-19	RE491409	1990-09-11	Hearst Corporation|PCW						
					National review.  Vol. 12, no. 24, June 19, 1962.	B977121	1962-06-19	RE474145	1990-05-07	National Review, Inc.|PCW						
				Eli Siegel.	Definition.  No. 9, 1962.	B977187	1962-06-19	RE462843	1990-01-30	Ellen Bradstreet|A						
					Daily variety.  Vol. 116, no. 10, June 19, 1962.	B977262	1962-06-19	RE483385	1990-04-09	Daily Variety, Ltd.|PWH						
					Chicago daily tribune.  Vol. 121, no. 146, June 19, 1962.	B977270	1962-06-19	RE467548	1990-02-23	Chicago Tribune Company|PCW						
					The Christian Science monitor, Boston.  Vol. 54, no. 173, June 19, 1962.	B977276	1962-06-19	RE465051	1990-01-08	Christian Science Publishing Society|PWH						
					The Wall Street journal.  Vol. 159, no. 119, June 19, 1962.	B977298	1962-06-19	RE520664	1990-12-31	Dow Jones & Company, Inc.|PCW						
					The New York times.  Vol. 111, no. 38132, June 19, 1962.	B977397	1962-06-19	RE470197	1990-02-05	New York Times Company|PCW						
					Daily news.  Vol. 43, no. 308, June 19, 1962.	B977413	1962-06-19	RE486620	1990-07-03	New York News, Inc.|PWH						
					Little Orphan Annie.	B977413	1962-06-19	RE509603	1990-12-31	Tribune Media Services, Inc.|PWH						
					North Western reporter, second series.  Vol. 115, no. 2, June 20, 1962.	B977864	1962-06-19	RE487513	1990-07-17	West Publishing Company|PWH						
					South Western reporter, second series.  Vol. 356, no. 6, v. 357, no. 1, June 19, 1962.	B977870	1962-06-19	RE486390	1990-07-17	West Publishing Company|PWH						
					Star spangled war stories.  No. 104, Aug.-Sept. 1962.	B978139	1962-06-19	RE494950	1990-11-05	DC Comics, Inc.|PWH						
					Sugar and Spike.  No. 42, Aug.-Sept. 1962.	B978140	1962-06-19	RE494951	1990-11-05	DC Comics, Inc.|PWH						
					The Journal of organic chemistry.  Vol. 84, no. 11, June 5, 1962.	B978223	1962-06-19	RE497941	1990-11-23	American Chemical Society|PCW						
					Glamour; incorporating Charm.  Vol. 47, no. 5, July 1962.	B978273	1962-06-19	RE483229	1990-05-10	Conde Nast Publications, Inc.|PCW						
					Los Angeles times.  Vol. 81, June 20, 1962.	B978569	1962-06-19	RE478951	1990-03-16	Times-Mirror Company|PCW						
					Esquire.  Vol. 58, no. 1, July 1962.	B978778	1962-06-19	RE490419	1990-08-30	Hearst Corporation|PCW						
					Unknown worlds.  No. 17, Aug. 1962.	B979027	1962-06-19	RE497774	1990-11-20	Marvel Entertainment Group, Inc.|PCW						
					I& EC process design and development.  Vol. 1, no. 3, July 1962.|Industrial and engineering chemistry	B979049	1962-06-19	RE497945	1990-11-23	American Chemical Society|PCW						
					TV guide.  Vol. 10, no. 25, June 23, 1962.	B979078	1962-06-19	RE498868	1990-11-29							
					Bulletin of American Association of Petroleum Geologists.  Vol. 46, no. 6, June 1962.	B979963	1962-06-19	RE486715	1990-07-30	American Association of Petroleum Geologists|PCW						
					The New republic.  Vol. 146, no. 26, June 25, 1962.	B980074	1962-06-19	RE477196	1990-04-09	New Republic, Inc.|PCW						
					Teens.  Vol. 24, no. 8, Aug. 5, 12, 19 & 26, 1962.	B980133	1962-06-19	RE497777	1990-11-20	Marvel Entertainment Group, Inc.|PCW						
					American journal of nursing.  Vol. 62, no. 7, July 1962.	B980686	1962-06-19	RE506270	1990-12-31	American Journal of Nursing Company|PCW						
				Joseph Wood Krutch.	Man's mark on the desert; essay.	B981018	1962-06-19	RE463543	1990-01-22	Marcelle Krutch|W						
				Lloyd Alexander.	20,000 cats in my life.	B982394	1962-06-19	RE482481	1990-05-07	Lloyd Alexander|A						
					McCall's.  Vol. 89, no. 10, July 1962.	B982394	1962-06-19	RE508890	1990-12-26	New York Times Company|PCW						
					The Music magazine, Musical courier.  Vol. 164, no. 6, July 1962.	B982846	1962-06-19	RE495305	1990-02-12	Summy-Birchard Company|PCW						
				Field Publications, L.P. & Wesleyan University, in a work made for hire.	My weekly reader.  Vol. 31, no. 3, June 25-29, 1962.	B982880	1962-06-19	RE490230	1990-09-10	Field Publications, L.P.|PWH						
				Field Publications, L.P. & Wesleyan University, in a work made for hire.	My weekly reader.  Vol. 31, no. 3, June 25-29, 1962.	B982881	1962-06-19	RE490633	1990-09-11	Field Publications, L.P.|PWH						
				Field Publications, L.P. & Wesleyan University, in a work made for hire.	My weekly reader.  Vol. 13, no. 3, June 25-29, 1962.	B982882	1962-06-19	RE490231	1990-09-10	Field Publications, L.P.|PWH						
				Field Publications, L.P. & Wesleyan University, in a work made for hire.	My weekly reader.  Vol. 3, no. 3, June 25-29, 1962.	B982883	1962-06-19	RE490232	1990-09-10	Field Publications, L.P.|PWH						
				Field Publications, L.P. & Wesleyan University, in a work made for hire.	My weekly reader.  Vol. 1, no. 3, June 25-29, 1962.	B982884	1962-06-19	RE490233	1990-09-10	Field Publications, L.P.|PWH						
					Redbook.  Vol. 119, no. 3, July 1962.	B985527	1962-06-19	RE502846	1990-12-18	Hearst Corporation|PCW						
					Journal of the American Ceramic Society--Ceramic abstracts.  Vol. 45, no. 6, June 1, 1962.	B987966	1962-06-19	RE482502	1990-07-18	American Ceramic Society, Inc.|PCW						
					House & garden; incorporating Living for young homemakers.  Vol. 122, no. 1, July 1962.	B996053	1962-06-19	RE483234	1990-05-31	Conde Nast Publications, Inc.|PCW						
				Paul Gallico.	The Coronation.	BB21107	1962-06-19	RE546543	1990-12-14	Mathemata Anstalt|PWH						
				Arthur Jaffe Heliochrome Company.	Market in Portofino; lithographic print.	H17919	1962-06-19	RE501684	1990-12-17	Haddad's Fine Arts, Inc.|PWH						
					Teeter flips.  No. 4725.  Boxwrap art: Whitman Publishing Company.	KK168354	1962-06-19	RE487739	1990-08-16	Western Publishing Company, Inc.|PWH						
					RP Aprilaire humidifier humidification manual.	KK190003	1962-06-19	RE489487	1990-06-19	Research Products Corporation|PWH						
					HCO information letter of June 19, 1962, Class II TR's.	TX2223768	1962-06-19	RE511871	1990-12-28	Hubbard Association of Scientologists International|PWH						
				Sacha Carnegie.	The Golden years.	UCC work	1962-06-19	RE496648	1990-11-20	Sacha Carnegie|A						
				Stuart Chase.	American credos.	A569359	1962-06-20	RE493119	1990-10-12	Sonia C. Hodson|E						
				Horace H. Gilmore.	Model submarines for beginners.	A569361	1962-06-20	RE493120	1990-10-12	Horace H. Gilmore|A						
				Orvin Larson.	When it's your turn to speak.	A569362	1962-06-20	RE493167	1990-10-16	Orvin Larson|A						
				Fred L. Karpin.	How to play (and misplay) slam contracts.	A569363	1962-06-20	RE494491	1990-10-16	Fred L. Karpin|A						
				Andrew Garve, pseud. of Paul Winterton.	Prisoners friend.|The Chicago tribune news syndicate	A569364	1962-06-20	RE483540	1990-05-07	Paul Winterton|A					Some material prev. pub. in The Chicago tribune news syndicate.	
				Swami Nikhilananda.	Holy Mother; being the life of Sri Sarada Devi, wife of Sri Ramakrishna and helpmate of his mission.	A569437	1962-06-20	RE484482	1990-07-24	Dean Holbrook|E||Ferdinand Colloredo-Mansfeld|E						
					Analytical chemistry of the elements.  Vol. 2.  Edited by I. M. Kolthoff and Philip J. Elving, with assistance of Ernest B. Sandell.	A569461	1962-06-20	RE501825	1990-11-30	John Wiley & Sons, Inc.|PWH						
				Roberta Feming Roesch.	World's fairs, yesterday, today, and tomorrow.	A569526	1962-06-20	RE504232	1990-10-30	Roberta Feming Roesch|A						
				Robert W. Hill.	What Colonel Glenn did all day.	A569527	1962-06-20	RE498094	1990-11-19	Matthew Banfield Hill|C						
				John R. Clark, Rolland R. Smith, Alice M. Hach & Harold E. Moser, collaborator.	Growth in arithmetic: discovery edition.  Grade 7.	A569619	1962-06-20	RE509085	1990-12-27	Caroline H. Clark|W||Betsy McIsaac|C||Alice M. Hach|A||Harold E. Moser|A						
				Louis E. Lomax.	Harper's magazine, May issue|The Negro revolt.	A569664	1962-06-20	RE493168	1990-10-16	Robinette Lomax|W						
				Henry Thompson Rowell.	Rome in the Augustan Age.	A569738	1962-06-20	RE510244	1990-10-30	Tanja Ramm Rowell McKee|W						
				Henry Anatole Grunwald.	Salinger.	A569824	1962-06-20	RE469449	1990-04-09	Henry Anatole Grunwald|A						
				Bill Veeck & Edward Linn.	Veeck, as in wreck.	A569840	1962-06-20	RE474004	1990-02-09	Mary Frances Veeck|W||Edward Linn|A						
					Revised code of Washington annotated, with forms.  Titles 66-69.	A569845	1962-06-20	RE484986	1990-08-07	West Publishing Company & Bancroft-Whitney Company|PWH						
				John R. Clark, Charlotte W. Junge & Caroline H. Clark.	Growth in arithmetic: discovery edition|Let's count.	A572070	1962-06-20	RE509096	1990-12-27	Caroline H. Clark|A||Charlotte W. Junge|A||Betsy McIsaac|C						
					Christian maturity--how?  Text: Theodore H. Epp.	A572593	1962-06-20	RE467937	1990-03-01	Good News Broadcasting Association, Inc.|PWH						
					Advance California reports.  Vol. 23, no. 24.	A572706	1962-06-20	RE484717	1990-07-05	Bancroft-Whitney Company|PWH						
				the World Publishing Company editorial staff.	Webster's New World dictionary of the American language.	A574029	1962-06-20	RE504501	1990-12-11	Simon & Schuster, Inc.|PWH						
				Robert Cissell & Thomas J. Bruggeman.	Mathematics for business and economics.	A574173	1962-06-20	RE482530	1990-07-11	Helen Cissell|W||Thomas J. Bruggeman|A						
				Pelham Grenville Wodehouse.	Author! author!	A574216	1962-06-20	RE498236	1990-11-19	L. Malley Vernon|E						
				Frank VanDerLinden.	The Turning point; Jefferson's battle for the presidency.	A574307	1962-06-20	RE491093	1990-09-17	Frank VanDerLinden|A						
				William E. Cole.	Introductory sociology.	A574311	1962-06-20	RE497394	1990-10-31	William E. Cole|A						
				Mikhail Soloviev, translated from the Russian by H. C. Stevens.	The Smiling Kouros; a novel of ancient and modern Greece.	A574321	1962-06-20	RE484643	1990-07-16	Random House, Inc.|PWH						
				Spencer Moseley, Pauline Johnson & Hazel Koenig.	Crafts design; an illustrated guide.	A574329	1962-06-20	RE494865	1990-10-30	Spencer Moseley|A||Pauline Johnson|A||Hazel Koenig|A						
				Roy Hoopes.	What the president does all day.	A574379	1962-06-20	RE500308	1990-12-03	Roy Hoopes|A						
				Don C. Cline & Helen May Bayne.	Workbook to accompany Story of our land, our people.	A575219	1962-06-20	RE510222	1990-12-21	Helen May Bayne|A						
					Tropical Africa.	A578105	1962-06-20	RE465204	1990-01-31	Time-Life Books, Inc.|PWH						
				G. C. Berkouwer, translator: Dirk Jellema.	Man, the image of God.	A578796	1962-06-20	RE534176	1990-12-27	William B. Eerdmans Publishing Company|PWH						
				staff of the Modern Language Materials Development Center.	German; preview booklet.  Level 2: listening, speaking, reading, writing.	A579379	1962-06-20	RE509103	1990-12-27	Harcourt Brace Jovanovich, Inc.|PWH						
				Joyce Cary, author of renewable matter: Time, Inc.	Mister Johnson.	A579889	1962-06-20	RE465207	1990-01-31	Time-Life Books, Inc.|PWH						
				Lincoln Barnett, author of renewable matter:  Time, Inc.	The Universe and Dr. Einstein.|Time reading program	A579890	1962-06-20	RE465208	1990-01-31	Time-Life Books, Inc.|PWH						
				Sybille Bedford, author of renewable matter: Time, Inc.	The Trial of Dr. Adams.|Time reading program	A579891	1962-06-20	RE465209	1990-01-31	Time-Life Books, Inc.|PWH						
				S. L. A. Marshall, author of renewable matter: Time, Inc.	The River and the gauntlet.|Time reading program	A579892	1962-06-20	RE465210	1990-01-31	Time-Life Books, Inc.|PWH						
					1962 cumulative supplements to Tennessee Code annotated.  Vols. 1-13.	A581763	1962-06-20	RE505357	1990-12-19	Tennessee Code Commission|PWH						
				Stephen Stanton.	A Casebook on Candida.	A585332	1962-06-20	RE494389	1990-10-22	HarperCollins Publishers, Inc.|PWH						
				Robert Charles Marsh.	Toscanini and the art of conducting.	A588433	1962-06-20	RE501828	1990-12-07	Robert Charles Marsh|A						
					More Soviet science fiction.  With an introd. by Isaac Asimov, employee for hire of the Crowell-Collier Publishing Company.	A588445	1962-06-20	RE501013	1990-12-05	Macmillan, Inc.|PWH						
				Wylie Sypher.	Loss of the self; in modern literature and art.	A595833	1962-06-20	RE467511	1990-02-23	Lucy J. Sypher|W||Gale S. Jacob|C						
				Dorothy Dyas a.k.a. Dorothy Lee Tompkins.	Handbook for theatrical apprentices; a practical guide in all phases of theatre.	A612211	1962-06-20	RE470317	1990-01-04							
				Metro-Goldwyn-Mayer, Inc. & Kimco Pictures Corporation.	Boy's night out.  Pt. 3.	AI7973	1962-06-20	RE492521	1990-10-01	Kimco Pictures Corporation|PWH						
					Industrial & engineering chemistry.  Vol. 54, no. 7, July 1962.	B976772	1962-06-20	RE497939	1990-11-23	American Chemical Society|PCW						
					Chicago daily tribune.  Vol. 121, no. 147, June 20, 1962.	B977269	1962-06-20	RE467547	1990-02-23	Chicago Tribune Company|PCW						
					The Christian Science monitor, Boston.  Vol. 54, no. 174, June 20, 1962.	B977280	1962-06-20	RE465055	1990-01-08	Christian Science Publishing Society|PWH						
					The New York times.  Vol. 111, no. 38133, June 20, 1962.	B977396	1962-06-20	RE470196	1990-02-05	New York Times Company|PCW						
					Daily news.  Vol. 43, no. 309, June 20, 1962.	B977412	1962-06-20	RE486619	1990-07-03	New York News, Inc.|PWH						
					Little Orphan Annie.	B977412	1962-06-20	RE509602	1990-12-31	Tribune Media Services, Inc.|PWH						
					The Washington post and times herald.  Vol. 85, no. 197, June 20, 1962.	B977511	1962-06-20	RE503135	1990-12-12	Washington Post Company|PCW						
					North Eastern reporter, second series.  Vol. 182, no. 4, June 20, 1962.	B977861	1962-06-20	RE485667	1990-08-07	West Publishing Company|PWH						
					Pacific reporter, second series.  Vol. 371, no. 4, June 22, 1962.	B977863	1962-06-20	RE487512	1990-07-17	West Publishing Company|PWH						
					"The Voice of the ""I am.""  Nov. 1948."	B978362	1962-06-20	RE494518	1990-11-01	Saint Germain Press, Inc.|PWH						
					Daily variety.  Vol. 116, no. 11, June 20, 1962.	B978413	1962-06-20	RE483391	1990-04-09	Ltd|PWH						
					Los Angeles times.  Vol. 81, June 21, 1962.	B978575	1962-06-20	RE478957	1990-03-16	Times-Mirror Company|PCW						
					Christian Science sentinel.  Vol. 64, no. 29, July 21, 1962.	B978978	1962-06-20	RE465066	1990-01-08	Christian Science Publishing Society|PWH						
					The Nation.  Vol. 194, no. 25, June 23, 1962.	B979772	1962-06-20	RE508768	1990-12-11	Nation Company, Inc.|PCW						
					QST.  July 1962, vol. 46, no. 7.	B982143	1962-06-20	RE479673	1990-07-05	American Radio Relay Leaugue, Inc.|PWH						
					South Eastern reporter, second series.  Vol. 125, no. 5, June 21, 1962.	B982885	1962-06-20	RE487866	1990-07-17	West Publishing Company|PWH						
					Quarterly journal of studies on alcohol.  Vol. 23, no. 2, June 1962.	B983131	1962-06-20	RE494111	1990-10-22	Alcohol Research Documentation, Inc.|PCW						
					Archie's girls Betty & Veronica annual.  No. 81, Sept. 1962.	B990226	1962-06-20	RE510819	1990-12-27	Archie Comic Publications, Inc.|PCW						
					Archie's mad house.  No. 21, Sept. 1962.	B990240	1962-06-20	RE510832	1990-12-27	Archie Comic Publications, Inc.|PCW						
					Pep comics.  No. 157, Sept. 1962.	B990244	1962-06-20	RE510836	1990-12-27	Archie Comic Publications, Inc.|PCW						
				Josef Blatt.	The Hunters; a new English translation of Albert Lortzing's opera, Der Wildschuetz.	DU55661	1962-06-20	RE471574	1990-03-07	Josef Blatt|A						
				Robert T. Cline.	An Aero street guide of Atlanta, Georgia and vicinity.	F32753	1962-06-20	RE464335	1990-01-18	Aero Surveys of Georgia, Inc.|PWH						
				C. S. Hammond & Company.	Africa.|Superior wall map	F33822	1962-06-20	RE495373	1990-11-16	Hammond, Inc.|PWH						
				Mary M. Swanston Flatt.	Face of eternity.	GP33685	1962-06-20	RE480057	1990-03-16							
					"Sallman's ""Mary and Martha with Jesus.""  By Warner E. Sallman."	K65302	1962-06-20	RE485499	1990-07-23	Warner Press, Inc.|PWH						
					Acme Markets, Inc.  Vignette & border: Security-Columbian Banknote Company.	K66245	1962-06-20	RE482617	1990-07-17	Security-Columbian Division of United States Banknote Company|PWH						
				Fred Bueche.	Physical properties of polymers.	A569464	1962-06-21	RE497308	1990-11-13	Fred Bueche|A						
					Moody's Industrial manual.  Editor-in-chief: John Sherman Porter.	A569470	1962-06-21	RE497315	1990-11-13	Moody's Investors Service, Inc.|PWH						
					Pacific reporter, second series.  Vol. 369.	A569652	1962-06-21	RE484984	1990-08-07	West Publishing Company|PWH						
				Thomas D. Clark.	Travels in the new South; a bibliography.	A569739	1962-06-21	RE478885	1990-04-02	Thomas D. Clark|A						
					New York supplement, second series.  Vol. 224.	A569846	1962-06-21	RE484987	1990-08-07	West Publishing Company|PWH						
				Richmond Rucker.	1962 pocket supplement to Wigmore on evidence.	A571662	1962-06-21	RE512468	1990-12-28	John Wigmore|PWH						
				Norman Vincent Peale.	Cushioning the impact of adversity.	A571741	1962-06-21	RE504634	1990-12-12	Foundation for Christian Living|PWH						
				Norman Vincent Peale.	What to do about your frustrations.	A571742	1962-06-21	RE504635	1990-12-12	Foundation for Christian Living|PWH						
				Norman Vincent Peale.	How to get more out of life.	A571743	1962-06-21	RE504636	1990-12-12	Foundation for Christian Living|PWH						
					Anthology of musical forms.  Selection, compilation & analysis: Leon Stein.	A572100	1962-06-21	RE467471	1990-02-13	Leon Stein|A						
					King Features weekly.	A573312	1962-06-21	RE506782	1990-12-18	King Features Syndicate, Inc.|PCW						
					King features illustrated weekly.	A573318	1962-06-21	RE510905	1990-12-18	King Features Syndicate, Inc.|PCW						
					Ripley's Believe It or Not!  Cartoon feature.  Cartoon drawing and text: Paul Frehm.	A573318	1962-06-21	RE502101	1990-12-11	Ripley Entertainment, Inc.|PWH						
					The Astronaut witch.  Text: Edith W. Boutelle.	A574008	1962-06-21	RE476612	1990-01-08	Edith W. Boutelle|A						
				James L. Summers.	The Shelter trap.	A574910	1962-06-21	RE499617	1990-11-29	James L. Summers|A						
				Kate Simon.	New York places & pleasures.	A576773	1962-06-21	RE491864	1990-09-24	Amelia Peck Altshuler|E						
				Whitman Publishing Company, employer for hire of R. S. Yeoman.	A Guide book of United States coins.  No. 9051.	A578081	1962-06-21	RE493432	1990-10-09	Western Publishing Company, Inc.|PWH						
				Robert C. Dodds, author of renewable matter: Donnell W. Boardman.	Two together.	A580410	1962-06-21	RE493277	1990-10-17	HarperCollins Publishers, Inc.|PWH						
				Bob Forshee.	Days of twenty-nine.	A580697	1962-06-21	RE478883	1990-03-26	Bob Forshee|A						
				the Ridge Press, Inc., as employer for hire of Rutledge Books' staff.	The Sick-a-bed book.	A583026	1962-06-21	RE511306	1990-12-28	Checkerboard Press, Inc.|PWH						
				the Ridge Press, Inc., as employer for hire of Rutledge Books' staff.	The See & find book.	A583028	1962-06-21	RE511307	1990-12-28	Checkerboard Press, Inc.|PWH						
				Margaret Williamson.	Concern and response; bk.	A584848	1962-06-21	RE463312	1990-02-26	Friendship Press, Inc.|PWH						
					National Velvet.  No. 01-556-210.	A585319	1962-06-21	RE470510	1990-02-08							
					Bonanza.  Aug.-Oct. 1962.|Dell western adventure/Dell Publishing Company	A585321	1962-06-21	RE511264	1990-12-31	National Broadcasting Company, Inc.|PWH						
				Mark R. Greene.	Risk and insurance.	A587999	1962-06-21	RE511557	1990-12-31	South-Western Publishing Company|PWH						
				Morris Fine, Milton Himmelfarb.	American Jewish year book 1962.  Vol. 63.	A613592	1962-06-21	RE493193	1990-10-12							
					Boy's night out.  Pt. 4.	AI7972	1962-06-21	RE492520	1990-10-01							
					Scientific American.  Vol. 207, no. 1, July 1962.	B976596	1962-06-21	RE462853	1990-01-08	Scientific American, Inc.|PCW						
					Current medical digest.  Vol. 29, no. 6.	B977108	1962-06-21	RE492324	1990-10-10	Williams & Wilkins|PCW						
					Survey of anesthesiology.  Vol. 6, no. 3.	B977110	1962-06-21	RE492325	1990-10-10	Williams & Wilkins|PCW						
					Journal of urology.  Vol. 87, no. 6.	B977116	1962-06-21	RE492183	1990-10-10	Williams & Wilkins|PCW						
					Computing reviews.  Vol. 3, no. 3, May-June 1962.	B977135	1962-06-21	RE498369	1990-11-19	Association for Computing Machinery, Inc.|PCW						
					Chicago daily tribune.  Vol. 121, no. 148, June 21, 1962.	B977272	1962-06-21	RE467550	1990-02-23	Chicago Tribune Company|PCW						
					The Wall Street journal.  Vol. 159, no. 121, June 21, 1962.	B977300	1962-06-21	RE520666	1990-12-31	Dow Jones & Company, Inc.|PCW						
					The New York times.  Vol. 111, no. 38134, June 21, 1962.	B977395	1962-06-21	RE470195	1990-02-05	New York Times Company|PCW						
					Daily news.  Vol. 43, no. 310, June 21, 1962.	B977414	1962-06-21	RE486621	1990-07-03	New York News, Inc.|PWH						
					Little Orphan Annie.	B977414	1962-06-21	RE509604	1990-12-31	Tribune Media Services, Inc.|PWH						
					The Washington post and times herald.  Vol. 85, no. 198, June 21, 1962.	B977510	1962-06-21	RE503134	1990-12-12	Washington Post Company|PCW						
					The New Yorker.  Vol. 38, no. 18, June 23, 1962.	B977665	1962-06-21	RE479554	1990-06-04	New Yorker Magazine, Inc.|PCW						
				Geoffrey Hellman.	Hard on the heels.|The New Yorker, June 23, 1962	B977665	1962-06-21	RE498261	1990-11-14	Katherine Hellman|W						
					The Commonweal.  Vol. 76, no. 14, June 29, 1962.	B977821	1962-06-21	RE473979	1990-03-21	Commonweal Foundation|PCW						
					Southern reporter, second series.  Vol. 141, no. 2, June 21, 1962.	B977862	1962-06-21	RE487511	1990-07-17	West Publishing Company|PWH						
					New York supplement, second series.  Vol. 228, no. 2, June 19, 1962.	B977866	1962-06-21	RE485669	1990-08-07	West Publishing Company|PWH						
					Motor boating.  Vol. 110, no. 1, July 1962.	B977924	1962-06-21	RE502838	1990-12-18	Hearst Corporation|PCW						
					The Brave and the bold.  No. 43, Aug.-Sept. 1962.	B978248	1962-06-21	RE493871	1990-10-25	DC Comics, Inc.|PWH						
					The Atom.  No. 2, Aug.-Sept. 1962.	B978249	1962-06-21	RE493872	1990-10-25	DC Comics, Inc.|PWH						
					Daily variety.  Vol. 116, no. 12, June 21, 1962.	B978408	1962-06-21	RE483386	1990-04-09	Daily Variety, Ltd.|PWH						
					The Christian Science monitor, Boston.  Vol. 54, no. 175, June 21, 1962.	B978445	1962-06-21	RE465062	1990-01-08	Christian Science Publishing Society|PWH						
					Los Angeles times.  Vol. 81, June 22, 1962.	B978574	1962-06-21	RE478956	1990-03-16	Times-Mirror Company|PCW						
				Arleigh Publishing Corporation.	Falling in love.  No. 53, Sept. 1962.	B978737	1962-06-21	RE494957	1990-11-05	DC Comics, Inc.|PWH						
					Superman.  No. 155, Aug. 1962.	B979011	1962-06-21	RE494958	1990-11-05	DC Comics, Inc.|PWH						
